MAIN_ID,ANG_DIST,OTYPE,hour,min,sec,ra,deg,arcmin,arcsec,dec,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST,
HD 276702,1091.75,Star,4,40,13.6628,70.05692833,41,5,33.784,41.09271778,14,14,0.0784,0.0625,90,A,O,2018yCat.1345....0G,70.05692839,41.09271797,-0.104,-4.405,3,3,0.144,0.094,90,A,2018yCat.1345....0G,B,11.34,0.1,Vega,2000A&A...355L..27H,,,D,B,V,10.81,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.439,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.395,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.306,0.017,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A0,E,1995A&AS..110..367N,,,,,,,,,,2,
LAMOST J044017.06+411344.5,1131.19,Pec*,4,40,17.07,70.071125,41,13,44.57,41.22904722,7,7,,,,D,O,2015MNRAS.449.1401H,70.071123,41.229046,,,,,,,,,,,,,,,,,,,V,11.995,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2mF3,D,2015MNRAS.449.1401H,,,,,,,,,,1,
ATO J069.4853+41.4442,1135.06,V*,4,37,56.4769,69.48532042,41,26,39.334,41.44425944,14,14,0.0395,0.0316,90,A,O,2018yCat.1345....0G,69.48532047,41.44425958,1.42,-4.019,3,3,0.087,0.049,90,A,2018yCat.1345....0G,B,14.099,0.1,Vega,2012yCat.1322....0Z,,,D,B,V,12.889,0.13,Vega,2012yCat.1322....0Z,,,D,V,R,12.497,0.09,Vega,2012yCat.1322....0Z,,,E,R,J,10.404,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.836,0.017,Vega,2003yCat.2246....0C,,,C,H,K,9.666,0.015,Vega,2003yCat.2246....0C,,,C,K,v,8.23,4.28,C,O,2018yCat.1345....0G,,,,,,,,,,,,,1,
2MASS J04395844+4057278,1150.95,RGB*,4,39,58.4422,69.99350917,40,57,27.85,40.95773611,14,14,0.0439,0.0323,90,A,O,2018yCat.1345....0G,69.99350958,40.95773639,1.99,-1.197,3,3,0.088,0.053,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.583,0.022,Vega,2003yCat.2246....0C,,,C,J,H,11.903,0.019,Vega,2003yCat.2246....0C,,,C,H,K,11.71,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
TYC 2884-808-1,1171.5,Star,4,39,59.9516,69.99979833,40,57,16.307,40.95452972,14,14,0.0657,0.044,90,A,O,2018yCat.1345....0G,69.99979866,40.95452979,4.759,-4.01,3,3,0.108,0.066,90,A,2018yCat.1345....0G,B,11.82,0.18,Vega,2000A&A...355L..27H,,,D,B,V,10.82,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.428,0.027,Vega,2003yCat.2246....0C,,,C,J,H,7.866,0.017,Vega,2003yCat.2246....0C,,,C,H,K,7.714,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-3.82,0.53,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
TYC 2884-510-1,1185.72,Star,4,37,23.8812,69.349505,40,55,49.823,40.93050639,14,14,0.0553,0.0386,90,A,O,2018yCat.1345....0G,69.34950526,40.93050655,1.041,-9.763,3,3,0.1,0.06,90,A,2018yCat.1345....0G,B,11.74,0.14,Vega,2000A&A...355L..27H,,,D,B,V,11.23,0.14,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.216,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.096,0.019,Vega,2003yCat.2246....0C,,,C,H,K,10.011,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276703,1186.45,Star,4,40,21.1673,70.08819708,41,4,41.691,41.0782475,14,14,0.0638,0.0434,90,A,O,2018yCat.1345....0G,70.08819747,41.07824767,-6.635,-8.368,3,3,0.116,0.063,90,A,2018yCat.1345....0G,B,11.41,0.11,Vega,2000A&A...355L..27H,,,D,B,V,10.57,0.08,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.198,0.019,Vega,2003yCat.2246....0C,,,C,J,H,7.641,0.023,Vega,2003yCat.2246....0C,,,C,H,K,7.503,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-27.05,0.28,A,O,2018yCat.1345....0G,K,E,1995A&AS..110..367N,,,,,,,,,,2,
NVSS J043953+412334,1189.25,Radio,4,39,53.87,69.97445833,41,23,34.4,41.39288889,6,6,5000,5000,90,D,R,2014ApJS..213....3M,69.97446,41.39289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
LAMOST J043833.67+412920.1,1189.49,Star,4,38,33.677,69.64032083,41,29,20.1,41.48891667,7,7,,,,D,O,2015MNRAS.449.1401H,69.640322,41.488918,,,,,,,,,,,,,,,,,,,V,12.498,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2/3,E,2015MNRAS.449.1401H,,,,,,,,,,1,
TYC 2884-232-1,1245.35,Star,4,37,41.4435,69.42268125,40,51,53.589,40.86488583,14,14,0.0348,0.0298,90,A,O,2018yCat.1345....0G,69.42268156,40.86488603,3.324,-6.386,3,3,0.082,0.049,90,A,2018yCat.1345....0G,B,12.1,0.21,Vega,2000A&A...355L..27H,,,D,B,V,11.66,0.2,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.622,0.018,Vega,2003yCat.2246....0C,,,C,J,H,10.493,0.015,Vega,2003yCat.2246....0C,,,C,H,K,10.433,0.015,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
LSPM J0440+4057,1249.06,PM*,4,40,9.24,70.0385,40,57,26.4,40.95733333,6,6,60,60,90,C,I,2003yCat.2246....0C,70.0385,40.95733,-52,-147,,,,,,C,2005AJ....129.1483L,B,18.2,,Vega,2003AJ....125..984M,,,E,B,,,,,,,,,,R,16.2,,Vega,2003AJ....125..984M,,,E,R,J,13.008,0.022,Vega,2003yCat.2246....0C,,,C,J,H,12.437,0.025,Vega,2003yCat.2246....0C,,,C,H,K,12.165,0.026,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,1,
TYC 2884-104-1,1252.67,Star,4,36,48.7184,69.20299333,41,8,8.808,41.13578,14,14,0.0456,0.033,90,A,O,2018yCat.1345....0G,69.20299357,41.13578003,3.317,0.027,3,3,0.103,0.052,90,A,2018yCat.1345....0G,B,11.9,0.23,Vega,2000A&A...355L..27H,,,D,B,V,11.1,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,26.49,0.35,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203211846422934784,1265.69,Candidate_RRLyr,4,40,14.0235,70.05843125,41,20,52.582,41.34793944,14,14,0.0501,0.038,90,A,O,2018yCat.1345....0G,70.05843157,41.34793958,7.834,-6.878,3,3,0.102,0.059,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2884-1508-1,1269.52,Star,4,37,20.2854,69.3345225,40,54,31.848,40.90884667,14,14,0.0463,0.0374,90,A,O,2018yCat.1345....0G,69.33452268,40.90884667,5.598,-14.23,3,3,0.116,0.06,90,A,2018yCat.1345....0G,B,11.94,0.23,Vega,2000A&A...355L..27H,,,D,B,V,10.98,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.575,0.023,Vega,2003yCat.2246....0C,,,C,J,H,7.928,0.017,Vega,2003yCat.2246....0C,,,C,H,K,7.738,0.018,Vega,2003yCat.2246....0C,,,C,K,v,-19.05,0.2,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
LEDA  168747,1304.79,Galaxy,4,40,31.8,70.1325,41,4,35,41.07638889,5,5,,,,D,O,2003A&A...412...45P,70.1325,41.0764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.32,90,E,O,2003A&A...412...45P,3,
2MASX J04373927+4050363,1324.17,Galaxy,4,37,39.278,69.41365833,40,50,36.3,40.84341667,7,7,,,,C,I,2006AJ....131.1163S,69.413658,40.843417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,13.746,0.079,Vega,2006AJ....131.1163S,,,C,J,H,13.035,0.095,Vega,2006AJ....131.1163S,,,C,H,K,12.525,0.108,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.22,0.194,85,C,N,2006AJ....131.1163S,3,
LAMOST J043844.95+413206.4,1355.57,Pec*,4,38,44.96,69.68733333,41,32,6.45,41.535125,7,7,,,,D,O,2015MNRAS.449.1401H,69.687333,41.535126,,,,,,,,,,,,,,,,,,,V,13.047,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2mA9,D,2015MNRAS.449.1401H,,,,,,,,,,1,
HD 276693,1368.97,Star,4,40,17.4703,70.07279292,41,22,59.183,41.38310639,14,14,0.0624,0.0409,90,A,O,2018yCat.1345....0G,70.07279317,41.38310654,3.981,-16.836,3,3,0.125,0.063,90,A,2018yCat.1345....0G,B,11.08,0.09,Vega,2000A&A...355L..27H,,,D,B,V,10.58,0.08,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.832,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.732,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.685,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A2,E,1995A&AS..110..367N,,,,,,,,,,2,
HD 276637,1375.91,Star,4,37,24.6972,69.352905,40,51,26.698,40.85741611,14,14,0.0432,0.0358,90,A,O,2018yCat.1345....0G,69.35290505,40.85741618,16.409,-29.239,3,3,1.717,1.044,90,A,2016A&A...595A...2G,B,10.48,0.06,Vega,2000A&A...355L..27H,,,D,B,V,9.84,0.04,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.417,0.021,Vega,2003yCat.2246....0C,,,C,J,H,8.151,0.033,Vega,2003yCat.2246....0C,,,C,H,K,8.067,0.031,Vega,2003yCat.2246....0C,,,C,K,,,,,,,G0,E,1995A&AS..110..367N,,,,,,,,,,3,
TYC 2884-1728-1,1382.44,Star,4,36,39.676,69.16531667,41,4,46.66,41.07962778,7,7,172,147,90,B,O,2002A&A...384..180F,69.165317,41.079628,3.9,-5.2,1,1,19.3,16.4,90,B,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
BD+40   999B,1382.45,Star,4,36,39.6747,69.16531125,41,4,46.654,41.07962611,9,9,18.99,17.06,90,A,O,2007A&A...474..653V,69.16531148,41.07962622,3.65,-6.56,2,2,2.16,1.94,0,A,2007A&A...474..653V,,,,,,,,,,V,9.7,,Vega,,,,E,V,,,,,,,,,,J,9.562,0.019,Vega,2003yCat.2246....0C,,,C,J,H,9.505,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.486,0.015,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
*  58 Per,1384.35,SB*,4,36,41.4301,69.17262542,41,15,53.321,41.26481139,11,11,0.28,0.29,90,A,O,2007A&A...474..653V,69.17262573,41.26481147,-4.56,-17.84,2,2,0.34,0.31,90,A,2007A&A...474..653V,B,5.5,,Vega,2002yCat.2237....0D,,,C,B,V,4.26,,Vega,2002yCat.2237....0D,,,C,V,R,3.31,,Vega,2002yCat.2237....0D,,,C,R,J,2.09,,Vega,2002yCat.2237....0D,,,C,J,H,1.53,,Vega,2002yCat.2237....0D,,,C,H,K,1.33,,Vega,2002yCat.2237....0D,,,C,K,v,9.8,0.3,A,,2006AstL...32..759G,K0II-III+B9V,C,1969PhDT.........5M,,,,,,,,,,115,
LAMOST J044017.43+412327.3,1385.36,Pec*,4,40,17.43,70.072625,41,23,27.39,41.39094167,7,7,,,,D,O,2015MNRAS.449.1401H,70.072625,41.390942,,,,,,,,,,,,,,,,,,,V,12.805,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6mF2,D,2015MNRAS.449.1401H,,,,,,,,,,1,
2MASX J04372887+4050353,1389.07,Galaxy,4,37,28.879,69.37032917,40,50,35.39,40.84316389,7,7,,,,C,I,2006AJ....131.1163S,69.370329,40.843164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.454,0.12,Vega,2006AJ....131.1163S,,,D,J,H,13.485,0.117,Vega,2006AJ....131.1163S,,,D,H,K,12.979,0.133,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.243,0.117,105,C,N,2006AJ....131.1163S,3,
HD  29096,1390.58,Be*,4,36,39.1316,69.16304833,41,4,36.636,41.07684333,14,14,0.0559,0.0418,90,A,O,2018yCat.1345....0G,69.16304848,41.07684333,3.244,-6.484,3,3,0.125,0.12,90,A,2016A&A...595A...2G,B,8.16,0.02,Vega,2000A&A...355L..27H,,,D,B,V,7.96,0.01,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.34,0.021,Vega,2003yCat.2246....0C,,,C,J,H,7.323,0.027,Vega,2003yCat.2246....0C,,,C,H,K,7.294,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-6.2,1.6,B,,2006AstL...32..759G,B8IV,C,1999A&AS..137..451G,,,,,,,,,,18,
LAMOST J044043.31+411053.0,1401.75,Pec*,4,40,43.312,70.18046667,41,10,53.04,41.1814,7,7,,,,D,O,2015MNRAS.449.1401H,70.180466,41.1814,,,,,,,,,,,,,,,,,,,V,12.487,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4mF3,D,2015MNRAS.449.1401H,,,,,,,,,,1,
TYC 2901-1628-1,1422.76,Star,4,40,37.7243,70.15718458,41,17,43.851,41.29551417,14,14,0.0407,0.0318,90,A,O,2018yCat.1345....0G,70.15718462,41.29551428,5.921,-16.487,3,3,0.079,0.051,90,A,2018yCat.1345....0G,B,12.07,0.26,Vega,2000A&A...355L..27H,,,D,B,V,11.07,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.21,0.019,Vega,2003yCat.2246....0C,,,C,J,H,7.605,0.018,Vega,2003yCat.2246....0C,,,C,H,K,7.436,0.016,Vega,2003yCat.2246....0C,,,C,K,v,8.08,0.61,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
HD 276692,1437.02,Star,4,39,56.5392,69.98558,41,28,36.587,41.47682972,14,14,0.0466,0.0407,90,A,O,2018yCat.1345....0G,69.98558009,41.47682976,3.946,-18.022,3,3,0.094,0.064,90,A,2018yCat.1345....0G,B,10.73,0.08,Vega,2000A&A...355L..27H,,,D,B,V,10.09,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.839,0.021,Vega,2003yCat.2246....0C,,,C,J,H,8.55,0.018,Vega,2003yCat.2246....0C,,,C,H,K,8.479,0.016,Vega,2003yCat.2246....0C,,,C,K,v,28.58,1.05,B,O,2018yCat.1345....0G,F5,E,1995A&AS..110..367N,,,,,,,,,,4,
HD 276640,1452.07,Star,4,39,12.8697,69.80362375,40,46,10.722,40.769645,14,14,0.0448,0.0345,90,A,O,2018yCat.1345....0G,69.80362389,40.76964514,2.388,-1.417,3,3,0.083,0.05,90,A,2018yCat.1345....0G,B,11.9,0.13,Vega,2000A&A...355L..27H,,,D,B,V,11.82,0.21,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.883,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.815,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.754,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B9,E,1995A&AS..110..367N,,,,,,,,,,2,
2MFGC 3797,1454.07,Galaxy,4,38,54.8848,69.72868667,40,45,28.934,40.75803722,14,14,0.1136,0.0928,90,A,O,2018yCat.1345....0G,69.72868687,40.75803746,-0.565,-1.002,3,3,0.256,0.143,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.072,0.118,Vega,2006AJ....131.1163S,,,D,J,H,13.273,0.12,Vega,2006AJ....131.1163S,,,D,H,K,13.09,0.186,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.38,0.198,165,C,N,2006AJ....131.1163S,4,
NVSS J043707+405227,1456.6,Radio,4,37,7.9,69.28291667,40,52,27,40.87416667,5,5,9000,9000,90,D,R,1998AJ....115.1693C,69.283,40.8743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
IRAS 04369+4117,1457.31,FIR,4,40,25.5,70.10625,41,23,25,41.39027778,5,5,81000,32000,81,E,F,1988NASAR1190....1B,70.1061,41.3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2MASS J04400348+4051038,1461.26,HB*,4,40,3.4857,70.01452375,40,51,3.864,40.85107333,14,14,0.0414,0.0299,90,A,O,2018yCat.1345....0G,70.01452414,40.85107357,0.924,-0.842,3,3,0.08,0.047,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.693,0.021,Vega,2003yCat.2246....0C,,,C,J,H,12.028,0.026,Vega,2003yCat.2246....0C,,,C,H,K,11.781,0.021,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
Gaia DR2 203844851588185984,1471.01,Star,4,36,33.1649,69.13818708,41,3,32.828,41.05911889,14,14,0.103,0.0868,90,A,O,2018yCat.1345....0G,69.1381874,41.05911912,1.797,-3.422,3,3,0.232,0.137,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04393518+4047121,1481.74,HB*,4,39,35.189,69.89662083,40,47,12.213,40.78672583,14,14,0.0299,0.0235,90,A,O,2018yCat.1345....0G,69.89662118,40.78672608,-0.099,0.644,3,3,0.064,0.036,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.121,0.02,Vega,2003yCat.2246....0C,,,C,J,H,11.453,0.023,Vega,2003yCat.2246....0C,,,C,H,K,11.291,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
HD 276641,1490.75,Star,4,38,59.6508,69.748545,40,44,59.403,40.74983417,14,14,0.0535,0.0397,90,A,O,2018yCat.1345....0G,69.74854517,40.74983435,-0.374,-3.871,3,3,0.108,0.061,90,A,2018yCat.1345....0G,B,11.81,0.13,Vega,2000A&A...355L..27H,,,D,B,V,11.35,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.523,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.487,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.406,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A0,E,1995A&AS..110..367N,,,,,,,,,,2,
ATO J069.1144+41.1913,1493.83,V*,4,36,27.4672,69.11444667,41,11,28.801,41.19133361,14,14,0.0523,0.0492,90,A,O,2018yCat.1345....0G,69.11444707,41.19133377,3.826,-2.889,3,3,0.146,0.076,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,R,15.513,0.13,Vega,2012yCat.1322....0Z,,,E,R,J,12.728,0.021,Vega,2003yCat.2246....0C,,,C,J,H,11.998,0.024,Vega,2003yCat.2246....0C,,,C,H,K,11.728,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,1,
NVSS J044035+405718,1500.68,Radio,4,40,35.09,70.14620833,40,57,18.2,40.95505556,6,6,5000,5000,90,D,R,2014ApJS..213....3M,70.14621,40.95506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276642,1514.26,Star,4,37,52.2288,69.46762,40,45,55.37,40.76538056,14,14,0.0383,0.0313,90,A,O,2018yCat.1345....0G,69.46762027,40.76538066,0.534,-1.761,3,3,0.081,0.049,90,A,2018yCat.1345....0G,B,12.08,0.19,Vega,2000A&A...355L..27H,,,D,B,V,12.03,0.26,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,11.11,0.018,Vega,2003yCat.2246....0C,,,C,J,H,11.037,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.945,0.017,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A,E,1995A&AS..110..367N,,,,,,,,,,2,
TYC 2901-1040-1,1519.14,Star,4,40,14.8574,70.06190583,41,27,24.865,41.45690694,14,14,0.0548,0.0434,90,A,O,2018yCat.1345....0G,70.06190615,41.45690695,-0.045,-2.104,3,3,0.115,0.072,90,A,2018yCat.1345....0G,B,12.54,0.47,Vega,2000A&A...355L..27H,,,D,B,V,10.93,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.887,0.026,Vega,2003yCat.2246....0C,,,C,J,H,8.236,0.021,Vega,2003yCat.2246....0C,,,C,H,K,8.033,0.023,Vega,2003yCat.2246....0C,,,C,K,v,-15.36,0.5,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
LSPM J0439+4132,1523.95,PM*,4,39,33.5368,69.88973667,41,32,48.953,41.54693139,14,14,0.0583,0.043,90,A,O,2018yCat.1345....0G,69.88973677,41.54693152,446.652,129.061,3,3,0.11,0.066,90,A,2018yCat.1345....0G,B,17.1,,Vega,2003AJ....125..984M,,,E,B,,,,,,,,,,R,15,,Vega,2003AJ....125..984M,,,E,R,J,11.128,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.547,0.023,Vega,2003yCat.2246....0C,,,C,H,K,10.266,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,7,
HD 276617,1539.12,Star,4,37,34.8925,69.39538542,41,32,9.425,41.53595139,14,14,0.0368,0.029,90,A,O,2018yCat.1345....0G,69.39538562,41.53595162,2.274,3.573,3,3,0.081,0.046,90,A,2018yCat.1345....0G,B,10.43,0.06,Vega,2000A&A...355L..27H,,,D,B,V,10.03,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.919,0.021,Vega,2003yCat.2246....0C,,,C,J,H,8.756,0.017,Vega,2003yCat.2246....0C,,,C,H,K,8.675,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F2,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203830871469481216,1539.63,Star,4,36,51.4702,69.21445917,40,53,54.474,40.898465,14,14,0.0551,0.0442,90,A,O,2018yCat.1345....0G,69.2144593,40.89846502,1.923,-3.576,3,3,0.126,0.068,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
IRAS 04349+4037,1560.61,FIR,4,38,23.3,69.59708333,40,43,42,40.72833333,5,5,50000,32000,84,E,F,1988NASAR1190....1B,69.5971,40.7284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
IRAS 04332+4049,1562.43,FIR,4,36,41.5,69.17291667,40,55,57,40.9325,5,5,51000,23000,105,E,F,1988NASAR1190....1B,69.1731,40.9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203847772166064512,1569.53,Star,4,36,21.6287,69.09011958,41,6,8.724,41.10242333,14,14,0.0689,0.0568,90,A,O,2018yCat.1345....0G,69.09011998,41.10242358,2.232,-4.158,3,3,0.166,0.092,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276626,1571.22,Star,4,36,20.292,69.08455,41,10,18.653,41.17184806,14,14,0.1064,0.0861,90,A,O,2018yCat.1345....0G,69.08455001,41.1718483,5.141,-5.465,3,3,0.227,0.138,90,A,2018yCat.1345....0G,B,11.92,0.21,Vega,2000A&A...355L..27H,,,D,B,V,11.46,0.2,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.467,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.346,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.249,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A,E,1995A&AS..110..367N,,,,,,,,,,2,
IRAS 04359+4038,1571.86,FIR,4,39,23,69.84583333,40,44,40,40.74444444,5,5,93000,22000,83,E,F,1988NASAR1190....1B,69.846,40.7445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
